Wavelength (nm),Sum,Li I (6.5e-03),Li II (3.2e-01),Li III (5.5e-29),C I (1.2e-01),C II (5.2e-02),C III (1.4e-08),O I (4.8e-01),O II (1.6e-02),O III (1.1e-12)
416.76,4.222e-7,2.845e-7,1.138e-25,,,,1.006e-18,,1.376e-7,2.700e-27
416.84,2.408e-7,1.043e-7,8.223e-26,,,,8.645e-19,,1.365e-7,3.001e-27
416.93,1.669e-7,3.285e-8,5.554e-26,,,,7.212e-19,,1.340e-7,3.291e-27
417.01,1.419e-7,1.148e-8,3.827e-26,,,,6.141e-19,,1.304e-7,3.489e-27
417.09,1.292e-7,3.921e-9,2.578e-26,,,,5.315e-19,,1.253e-7,3.617e-27
417.17,1.201e-7,1.309e-9,1.698e-26,,,,4.787e-19,,1.188e-7,3.668e-27
417.25,1.119e-7,4.275e-10,1.094e-26,,,,4.610e-19,,1.114e-7,3.637e-27
417.34,1.029e-7,1.181e-10,6.492e-27,,,,4.902e-19,,1.028e-7,3.509e-27
417.42,9.552e-8,3.674e-11,3.987e-27,,,,5.668e-19,,9.548e-8,3.319e-27
417.5,8.930e-8,1.117e-11,2.395e-27,,,,6.977e-19,,8.929e-8,3.070e-27
417.58,8.489e-8,3.322e-12,1.406e-27,,,,8.894e-19,,8.488e-8,2.778e-27
417.66,8.283e-8,9.656e-13,8.076e-28,,,,1.148e-18,,8.283e-8,2.458e-27
417.74,8.356e-8,2.744e-13,4.535e-28,,,,1.477e-18,,8.356e-8,2.127e-27
417.83,8.803e-8,,2.306e-28,,,,1.933e-18,,8.803e-8,1.760e-27
417.91,9.530e-8,,1.235e-28,,,,2.411e-18,,9.530e-8,1.453e-27
417.99,1.055e-7,,6.465e-29,,,,2.949e-18,,1.055e-7,1.173e-27
418.07,1.183e-7,,3.309e-29,,,,3.534e-18,,1.183e-7,9.259e-28
418.15,1.332e-7,,1.657e-29,,,,4.145e-18,,1.332e-7,7.149e-28
418.24,1.515e-7,,7.405e-30,,,,4.832e-18,,1.515e-7,5.204e-28
418.32,1.683e-7,,3.534e-30,,,,5.410e-18,,1.683e-7,3.832e-28
418.4,1.847e-7,,1.649e-30,,,,5.925e-18,,1.847e-7,2.760e-28
418.48,1.998e-7,,7.528e-31,,,,6.348e-18,,1.998e-7,1.944e-28
418.56,2.127e-7,,3.359e-31,,,,6.653e-18,,2.127e-7,1.339e-28
418.64,2.227e-7,,1.466e-31,,,,6.821e-18,,2.227e-7,9.024e-29
418.73,2.298e-7,,5.615e-32,,,,6.831e-18,,2.298e-7,5.635e-29
418.81,2.320e-7,,2.336e-32,,,,6.682e-18,,2.320e-7,3.621e-29
418.89,2.300e-7,,9.504e-33,,,,6.393e-18,,2.300e-7,2.276e-29
418.97,2.241e-7,,3.781e-33,,,,5.983e-18,,2.241e-7,1.399e-29
419.05,2.144e-7,,1.471e-33,,,,5.477e-18,,2.144e-7,8.410e-30
419.14,1.997e-7,,4.951e-34,,,,4.830e-18,,1.997e-7,4.620e-30
419.22,1.839e-7,,1.836e-34,,,,4.219e-18,,1.839e-7,2.649e-30
419.3,1.664e-7,,6.661e-35,,,,3.604e-18,,1.664e-7,1.485e-30
419.38,1.478e-7,,2.362e-35,,,,3.012e-18,,1.478e-7,8.146e-31
419.46,1.289e-7,,8.193e-36,,,,2.462e-18,,1.289e-7,4.369e-31
419.55,1.082e-7,,2.423e-36,,,,1.912e-18,,1.082e-7,2.111e-31
419.63,9.084e-8,,8.013e-37,,,,1.491e-18,,9.084e-8,1.080e-31
419.71,7.492e-8,,2.591e-37,,,,1.138e-18,,7.492e-8,5.403e-32
419.79,6.071e-8,,8.192e-38,,,,8.490e-19,,6.071e-8,2.644e-32
419.87,4.834e-8,,2.533e-38,,,,6.197e-19,,4.834e-8,1.265e-32
419.95,3.784e-8,,7.657e-39,,,,4.425e-19,,3.784e-8,5.922e-33
420.04,2.815e-8,,1.941e-39,,,,2.950e-19,,2.815e-8,2.455e-33
420.12,2.126e-8,,5.594e-40,,,,2.010e-19,,2.126e-8,1.096e-33
420.2,1.581e-8,,1.577e-40,,,,1.340e-19,,1.581e-8,4.784e-34
420.28,1.157e-8,,,,,,8.732e-20,,1.157e-8,2.043e-34
420.36,8.337e-9,,,,,,5.567e-20,,8.337e-9,8.531e-35
420.45,5.667e-9,,,,,,3.268e-20,,5.667e-9,3.110e-35
420.53,3.960e-9,,,,,,1.988e-20,,3.960e-9,1.239e-35
420.61,2.729e-9,,,,,,1.183e-20,,2.729e-9,4.826e-36
420.69,1.855e-9,,,,,,6.887e-21,,1.855e-9,1.839e-36
420.77,1.244e-9,,,,,,3.921e-21,,1.244e-9,6.850e-37
420.85,8.235e-10,,,,,,2.184e-21,,8.235e-10,2.496e-37
420.94,5.095e-10,,,,,,1.101e-21,,5.095e-10,7.807e-38
421.02,3.277e-10,,,,,,5.850e-22,,3.277e-10,2.714e-38
421.1,2.079e-10,,,,,,3.041e-22,,2.079e-10,9.224e-39
421.18,1.300e-10,,,,,,1.546e-22,,1.300e-10,3.066e-39
421.26,8.013e-11,,,,,,7.689e-23,,8.013e-11,9.970e-40
421.35,4.565e-11,,,,,,3.413e-23,,4.565e-11,2.743e-40
421.43,2.723e-11,,,,,,1.619e-23,,2.723e-11,8.506e-41
421.51,1.597e-11,,,,,,7.517e-24,,1.597e-11,2.580e-41
421.59,9.214e-12,,,,,,3.413e-24,,9.214e-12,7.652e-42
421.67,5.223e-12,,,,,,1.516e-24,,5.223e-12,2.220e-42
421.75,2.907e-12,,,,,,6.583e-25,,2.907e-12,6.298e-43
421.84,1.471e-12,,,,,,2.510e-25,,1.471e-12,
421.92,7.870e-13,,,,,,1.040e-25,,7.870e-13,
422,4.129e-13,,,,,7.725e-19,4.217e-26,,4.129e-13,
422.08,2.124e-13,,,,,5.187e-18,1.672e-26,,2.124e-13,
422.16,1.071e-13,,,,,1.759e-17,6.487e-27,,1.071e-13,
422.25,4.844e-14,,,,,6.776e-17,2.177e-27,,4.837e-14,
422.33,2.357e-14,,,,,2.197e-16,8.058e-28,,2.335e-14,
422.41,1.174e-14,,,,,6.972e-16,2.917e-28,,1.104e-14,
422.49,7.277e-15,,,,,2.166e-15,1.033e-28,,5.111e-15,
422.57,8.906e-15,,,,,6.589e-15,3.578e-29,,2.317e-15,
422.66,3.639e-14,1.301e-14,,,,2.245e-14,1.057e-29,,9.275e-16,
422.74,1.098e-13,4.415e-14,,,,6.528e-14,3.494e-30,,4.018e-16,
422.82,3.326e-13,1.467e-13,,,,1.858e-13,1.130e-30,,1.704e-16,
422.9,9.949e-13,4.771e-13,,,,5.177e-13,3.572e-31,,7.072e-17,
422.98,2.932e-12,1.519e-12,,,,1.412e-12,1.105e-31,,2.872e-17,
423.06,8.509e-12,4.737e-12,,,,3.771e-12,3.343e-32,,1.142e-17,
423.15,2.770e-11,1.660e-11,,,,1.110e-11,8.483e-33,,3.939e-18,
423.23,7.781e-11,4.948e-11,,,,2.833e-11,2.449e-33,,1.495e-18,
423.31,2.152e-10,1.444e-10,,,,7.080e-11,,,5.552e-19,
423.39,5.856e-10,4.124e-10,,,,1.732e-10,,,2.018e-19,
423.47,1.568e-9,1.153e-9,,,,4.148e-10,,,7.182e-20,
423.56,4.657e-9,3.577e-9,,,,1.080e-9,,,2.220e-20,
423.64,1.203e-8,9.562e-9,,,,2.473e-9,,,8.526e-21,
423.72,3.057e-8,2.503e-8,,,,5.542e-9,,,5.792e-21,
423.8,7.629e-8,6.413e-8,,,,1.216e-8,,,1.046e-20,
423.88,1.870e-7,1.609e-7,,,,2.611e-8,,,2.765e-20,
423.96,4.501e-7,3.952e-7,,,,5.491e-8,,,7.615e-20,
424.05,1.182e-6,1.059e-6,,,,1.235e-7,,,2.340e-19,
424.13,2.734e-6,2.486e-6,,,,2.482e-7,,,6.214e-19,
424.21,6.203e-6,5.714e-6,,,,4.884e-7,,,1.615e-18,
424.29,1.380e-5,1.286e-5,,,,9.407e-7,,,4.113e-18,
424.37,3.010e-5,2.833e-5,,,,1.774e-6,,,1.025e-17,
424.46,7.070e-5,6.717e-5,,,,3.530e-6,,,2.794e-17,
424.54,1.478e-4,1.415e-4,,,,6.363e-6,,,6.660e-17,
424.62,3.029e-4,2.917e-4,,,,1.123e-5,,,1.554e-16,
424.7,6.082e-4,5.888e-4,,,,1.939e-5,,,3.553e-16,
424.78,1.196e-3,1.164e-3,,,,3.280e-5,,,7.953e-16,
424.87,2.499e-3,2.441e-3,,,,5.775e-5,,,1.920e-15,
424.95,4.706e-3,4.612e-3,,,,9.334e-5,,,4.109e-15,
425.03,8.679e-3,8.531e-3,,,,1.477e-4,,,8.612e-15,
425.11,1.568e-2,1.545e-2,,,,2.288e-4,,,1.768e-14,
425.19,2.773e-2,2.739e-2,,,,3.470e-4,,,3.553e-14,
425.27,4.804e-2,4.753e-2,,,,5.153e-4,,,6.992e-14,
425.36,8.695e-2,8.616e-2,,,,7.836e-4,,,1.461e-13,
425.44,1.441e-1,1.430e-1,,,,1.112e-3,,,2.749e-13,
425.52,2.337e-1,2.322e-1,,,,1.545e-3,,,5.067e-13,
425.6,3.714e-1,3.692e-1,,,,2.102e-3,,,9.146e-13,
425.68,5.777e-1,5.749e-1,,,,2.798e-3,,,1.617e-12,
425.77,9.260e-1,9.222e-1,,,,3.765e-3,,,2.993e-12,
425.85,1.377e+0,1.372e+0,,,,4.792e-3,,,5.059e-12,
425.93,2.006e+0,2.000e+0,,,,5.970e-3,,,8.376e-12,
426.01,2.860e+0,2.853e+0,,,,7.282e-3,,,1.358e-11,
426.09,3.992e+0,3.984e+0,,,,8.696e-3,,,2.156e-11,
426.17,5.457e+0,5.446e+0,,,,1.017e-2,,,3.353e-11,
426.26,7.561e+0,7.550e+0,,,,1.181e-2,,,5.372e-11,
426.34,9.880e+0,9.867e+0,,,,1.320e-2,,,7.990e-11,
426.42,1.264e+1,1.263e+1,,,,1.444e-2,,,1.164e-10,
426.5,1.583e+1,1.582e+1,,,,1.547e-2,,,1.660e-10,
426.58,1.941e+1,1.940e+1,,,,1.622e-2,,,2.319e-10,
426.67,2.381e+1,2.379e+1,,,,1.667e-2,,,3.294e-10,
426.75,2.791e+1,2.789e+1,,,,1.671e-2,,,4.402e-10,
426.83,3.203e+1,3.202e+1,,,,1.639e-2,,,5.761e-10,
426.91,3.599e+1,3.598e+1,,,,1.574e-2,,,7.384e-10,
426.99,3.959e+1,3.958e+1,,,,1.480e-2,,,9.269e-10,
427.07,4.264e+1,4.263e+1,,,,1.362e-2,,,1.139e-9,
427.16,4.519e+1,4.518e+1,,,,1.210e-2,,,1.402e-9,
427.24,4.653e+1,4.652e+1,,,,1.065e-2,,,1.649e-9,
427.32,4.690e+1,4.689e+1,,,,9.169e-3,,,1.899e-9,
427.4,4.628e+1,4.627e+1,,,,7.732e-3,,,2.143e-9,
427.48,4.471e+1,4.471e+1,,,,6.383e-3,,,2.367e-9,
427.57,4.193e+1,4.193e+1,,,,5.015e-3,,,2.583e-9,
427.65,3.873e+1,3.872e+1,,,,3.957e-3,,,2.730e-9,
427.73,3.502e+1,3.501e+1,,,,3.057e-3,,,2.827e-9,
427.81,3.100e+1,3.099e+1,2.836e-39,,,2.311e-3,,,2.866e-9,
427.89,2.686e+1,2.686e+1,1.018e-38,,,1.711e-3,,,2.846e-9,
427.98,2.229e+1,2.229e+1,3.887e-38,,,1.189e-3,,,2.755e-9,
428.06,1.847e+1,1.847e+1,1.252e-37,,,8.417e-4,,,2.618e-9,
428.14,1.498e+1,1.498e+1,3.948e-37,,,5.831e-4,,,2.436e-9,
428.22,1.189e+1,1.189e+1,1.220e-36,,,3.954e-4,,,2.221e-9,
428.3,9.247e+0,9.247e+0,3.691e-36,,,2.625e-4,,,1.983e-9,
428.38,7.038e+0,7.037e+0,1.094e-35,,,1.706e-4,,,1.734e-9,
428.47,5.047e+0,5.047e+0,3.624e-35,,,1.025e-4,,,1.454e-9,
428.55,3.672e+0,3.672e+0,1.028e-34,,,6.365e-5,,,1.217e-9,
428.63,2.615e+0,2.615e+0,2.857e-34,,,3.871e-5,,,9.975e-10,
428.71,1.824e+0,1.824e+0,7.776e-34,,,2.305e-5,,,8.013e-10,
428.79,1.245e+0,1.245e+0,2.073e-33,,,1.344e-5,,,6.316e-10,
428.88,7.901e-1,7.901e-1,6.096e-33,,,7.138e-6,,,4.739e-10,
428.96,5.157e-1,5.157e-1,1.555e-32,,,3.977e-6,,,3.642e-10,
429.04,3.295e-1,3.295e-1,3.887e-32,,,2.170e-6,,,2.840e-10,
429.12,2.061e-1,2.061e-1,9.515e-32,,,1.160e-6,,,2.361e-10,
429.2,1.262e-1,1.262e-1,2.282e-31,,,6.094e-7,,,2.277e-10,
429.28,7.567e-2,7.567e-2,5.359e-31,,,3.166e-7,,,2.741e-10,
429.37,4.149e-2,4.149e-2,1.366e-30,,,1.545e-7,,,4.285e-10,
429.45,2.378e-2,2.378e-2,3.072e-30,,,8.998e-8,,,7.158e-10,
429.53,1.334e-2,1.334e-2,6.763e-30,,,6.666e-8,,,1.240e-9,
429.61,7.330e-3,7.330e-3,1.459e-29,,,6.902e-8,,,2.152e-9,
429.69,3.942e-3,3.942e-3,3.081e-29,,,9.109e-8,,,3.692e-9,
429.78,1.913e-3,1.913e-3,6.973e-29,,,1.393e-7,,,6.637e-9,
429.86,9.836e-4,9.834e-4,1.410e-28,,,2.073e-7,,,1.095e-8,
429.94,4.953e-4,4.950e-4,2.792e-28,,,3.060e-7,,,1.772e-8,
430.02,2.444e-4,2.439e-4,5.416e-28,,,4.448e-7,,,2.810e-8,
430.1,1.183e-4,1.177e-4,1.029e-27,,,6.356e-7,,,4.367e-8,
430.19,5.152e-5,5.052e-5,2.067e-27,,,9.297e-7,,,7.001e-8,
430.27,2.468e-5,2.330e-5,3.758e-27,,,1.279e-6,,,1.043e-7,
430.35,1.240e-5,1.052e-5,6.694e-27,,,1.730e-6,,,1.522e-7,
430.43,7.167e-6,4.650e-6,1.168e-26,,,2.299e-6,,,2.178e-7,
430.51,5.321e-6,2.012e-6,1.996e-26,,,3.003e-6,,,3.055e-7,
430.59,5.128e-6,8.525e-7,3.341e-26,,,3.856e-6,,,4.201e-7,
430.68,5.909e-6,3.163e-7,5.819e-26,,,5.006e-6,,,5.869e-7,
430.76,7.103e-6,1.281e-7,9.322e-26,,,6.202e-6,,,7.737e-7,
430.84,8.607e-6,5.079e-8,1.463e-25,,,7.557e-6,,,9.999e-7,
430.92,1.034e-5,1.972e-8,2.249e-25,,,9.058e-6,,,1.267e-6,1.271e-40
431,1.226e-5,7.493e-9,3.385e-25,,,1.068e-5,,,1.574e-6,4.236e-40
431.09,1.458e-5,2.460e-9,5.234e-25,,,1.262e-5,,,1.963e-6,1.601e-39
431.17,1.672e-5,8.937e-10,7.541e-25,,,1.438e-5,,,2.340e-6,5.107e-39
431.25,1.888e-5,3.179e-10,1.064e-24,,,1.615e-5,,,2.735e-6,1.597e-38
431.33,2.098e-5,1.107e-10,1.471e-24,,,1.785e-5,,,3.135e-6,4.890e-38
431.41,2.296e-5,3.773e-11,1.993e-24,,,1.944e-5,,,3.526e-6,1.468e-37
431.49,2.475e-5,1.259e-11,2.643e-24,,,2.086e-5,,,3.889e-6,4.315e-37
431.58,2.646e-5,3.572e-12,3.543e-24,,,2.222e-5,,,4.246e-6,1.417e-36
431.66,2.766e-5,1.140e-12,4.498e-24,,,2.316e-5,,,4.499e-6,3.990e-36
431.74,2.851e-5,3.560e-13,5.593e-24,,,2.383e-5,,,4.680e-6,1.101e-35
431.82,2.900e-5,1.089e-13,6.812e-24,,,2.423e-5,,,4.778e-6,2.976e-35
431.9,2.913e-5,3.259e-14,8.127e-24,,,2.434e-5,,,4.792e-6,7.882e-35
431.99,2.886e-5,8.181e-15,9.671e-24,,,2.416e-5,,,4.706e-6,2.301e-34
432.07,2.828e-5,,1.104e-23,,,2.373e-5,,,4.547e-6,5.836e-34
432.15,2.742e-5,,1.235e-23,,,2.310e-5,,,4.320e-6,1.450e-33
432.23,2.631e-5,,1.353e-23,,,2.227e-5,,,4.041e-6,3.531e-33
432.31,2.500e-5,,1.452e-23,,,2.128e-5,,,3.724e-6,8.425e-33
432.39,2.354e-5,,1.526e-23,,,2.016e-5,,,3.386e-6,1.969e-32
432.48,2.176e-5,,1.574e-23,,,1.876e-5,,,3.001e-6,4.996e-32
432.56,2.010e-5,,1.584e-23,,,1.743e-5,,,2.671e-6,1.118e-31
432.64,1.840e-5,,1.560e-23,,,1.603e-5,,,2.364e-6,2.452e-31
432.72,1.668e-5,,1.506e-23,,,1.459e-5,,,2.092e-6,5.270e-31
432.8,1.499e-5,,1.424e-23,,,1.313e-5,,,1.860e-6,1.110e-30
432.89,1.314e-5,,1.304e-23,,,1.149e-5,,,1.654e-6,2.502e-30
432.97,1.159e-5,,1.180e-23,,,1.007e-5,,,1.521e-6,5.045e-30
433.05,1.013e-5,,1.046e-23,,,8.693e-6,,,1.436e-6,9.966e-30
433.13,8.796e-6,,9.077e-24,,,7.397e-6,,,1.399e-6,1.929e-29
433.21,7.605e-6,,7.718e-24,,,6.196e-6,,,1.408e-6,3.658e-29
433.3,6.452e-6,,6.274e-24,,,4.979e-6,,,1.474e-6,7.335e-29
433.38,5.606e-6,,5.106e-24,,,4.025e-6,,,1.580e-6,1.332e-28
433.46,4.932e-6,,4.070e-24,,,3.198e-6,,,1.734e-6,2.370e-28
433.54,4.431e-6,,3.177e-24,,,2.495e-6,,,1.937e-6,4.132e-28
433.62,4.103e-6,,2.430e-24,,,1.911e-6,,,2.192e-6,7.059e-28
433.7,3.940e-6,,1.821e-24,,,1.437e-6,,,2.503e-6,1.182e-27
433.79,3.945e-6,,1.283e-24,,,1.019e-6,,,2.926e-6,2.058e-27
433.87,4.105e-6,,9.201e-25,,,7.351e-7,,,3.370e-6,3.299e-27
433.95,4.398e-6,,6.462e-25,,,5.202e-7,,,3.878e-6,5.181e-27
434.03,4.809e-6,,4.445e-25,,,3.610e-7,8.965e-35,,4.448e-6,7.971e-27
434.11,5.317e-6,,2.995e-25,,,2.456e-7,2.944e-34,,5.071e-6,1.202e-26
434.2,5.977e-6,,1.874e-25,,,1.554e-7,1.095e-33,,5.822e-6,1.861e-26
434.28,6.613e-6,,1.208e-25,,,1.013e-7,3.445e-33,,6.512e-6,2.687e-26
434.36,7.264e-6,,7.633e-26,,,6.474e-8,1.062e-32,,7.199e-6,3.801e-26
434.44,7.896e-6,,4.723e-26,,,4.053e-8,3.211e-32,,7.855e-6,5.268e-26
434.52,8.476e-6,,2.862e-26,,,2.487e-8,9.510e-32,,8.451e-6,7.153e-26
434.6,8.970e-6,,1.699e-26,,,1.495e-8,2.761e-31,,8.955e-6,9.517e-26
434.69,9.386e-6,,9.221e-27,,,8.231e-9,8.940e-31,,9.378e-6,1.281e-25
434.77,9.607e-6,,5.238e-27,,,4.738e-9,2.487e-30,,9.602e-6,1.632e-25
434.85,9.669e-6,,2.915e-27,,,2.672e-9,6.780e-30,,9.667e-6,2.037e-25
434.93,9.567e-6,,1.589e-27,,,1.477e-9,1.812e-29,,9.566e-6,2.492e-25
435.01,9.304e-6,,8.485e-28,,,7.993e-10,4.745e-29,,9.303e-6,2.986e-25
435.1,8.831e-6,,4.087e-28,,,3.910e-10,1.368e-28,,8.830e-6,3.573e-25
435.18,8.278e-6,,2.088e-28,,,2.027e-10,3.433e-28,,8.278e-6,4.100e-25
435.26,7.632e-6,,1.045e-28,,,1.029e-10,8.443e-28,,7.631e-6,4.611e-25
435.34,6.924e-6,,5.125e-29,,,5.117e-11,2.035e-27,,6.924e-6,5.080e-25
435.42,6.191e-6,,2.462e-29,,,2.493e-11,4.808e-27,,6.191e-6,5.485e-25
435.51,5.379e-6,,1.052e-29,,,1.083e-11,1.235e-26,,5.379e-6,5.835e-25
435.59,4.702e-6,,4.837e-30,,,5.052e-12,2.795e-26,,4.702e-6,6.034e-25
435.67,4.092e-6,,2.178e-30,,,2.308e-12,6.200e-26,,4.092e-6,6.115e-25
435.75,3.569e-6,,9.603e-31,,,1.033e-12,1.348e-25,,3.569e-6,6.075e-25
435.83,3.144e-6,,4.148e-31,,,4.528e-13,2.873e-25,,3.144e-6,5.916e-25
435.91,2.820e-6,,1.755e-31,,,1.945e-13,6.000e-25,,2.820e-6,5.651e-25
436,2.573e-6,,6.507e-32,,,7.331e-14,1.341e-24,,2.573e-6,5.248e-25
436.08,2.448e-6,,2.635e-32,,,3.013e-14,2.685e-24,,2.448e-6,4.822e-25
436.16,2.396e-6,,1.045e-32,,,1.213e-14,5.266e-24,,2.396e-6,4.360e-25
436.24,2.401e-6,,4.061e-33,,,4.786e-15,1.012e-23,,2.401e-6,3.890e-25
