wavelength,intensity
180.0,0.0
180.03333333333333,0.0
180.06666666666666,0.0
180.1,0.0
180.13333333333333,0.0
180.16666666666666,0.0
180.2,0.0
180.23333333333332,0.0
180.26666666666665,0.0
180.29999999999998,0.0
180.33333333333331,0.0
180.36666666666665,0.0
180.39999999999998,0.0
180.4333333333333,0.0
180.46666666666664,0.0
180.49999999999997,0.0
180.5333333333333,0.0
180.56666666666663,0.0
180.59999999999997,0.0
180.6333333333333,0.0
180.66666666666663,0.0
180.69999999999996,0.0
180.7333333333333,0.0
180.76666666666662,0.0
180.79999999999995,0.0
180.8333333333333,0.0
180.86666666666662,0.0
180.89999999999995,0.0
180.93333333333328,0.0
180.9666666666666,0.0
180.99999999999994,0.0
181.03333333333327,0.0
181.0666666666666,0.0
181.09999999999994,0.0
181.13333333333327,0.0
181.1666666666666,0.0
181.19999999999993,0.0
181.23333333333326,0.0
181.2666666666666,0.0
181.29999999999993,0.0
181.33333333333326,0.0
181.3666666666666,0.0
181.39999999999992,0.0
181.43333333333325,0.0
181.46666666666658,0.0
181.49999999999991,0.0
181.53333333333325,0.0
181.56666666666658,0.0
181.5999999999999,0.0
181.63333333333324,0.0
181.66666666666657,0.0
181.6999999999999,0.0
181.73333333333323,0.0
181.76666666666657,0.0
181.7999999999999,0.0
181.83333333333323,0.0
181.86666666666656,0.0
181.8999999999999,0.0
181.93333333333322,0.0
181.96666666666655,0.0
181.9999999999999,0.0
182.03333333333322,0.0
182.06666666666655,0.0
182.09999999999988,0.0
182.1333333333332,0.0
182.16666666666654,0.0
182.19999999999987,0.0
182.2333333333332,0.0
182.26666666666654,0.0
182.29999999999987,0.0
182.3333333333332,0.0
182.36666666666653,0.0
182.39999999999986,0.0
182.4333333333332,0.0
182.46666666666653,0.0
182.49999999999986,0.0
182.5333333333332,0.0
182.56666666666652,0.0
182.59999999999985,0.0
182.63333333333318,0.0
182.66666666666652,0.0
182.69999999999985,0.0
182.73333333333318,0.0
182.7666666666665,0.0
182.79999999999984,0.0
182.83333333333317,0.0
182.8666666666665,0.0
182.89999999999984,0.0
182.93333333333317,0.0
182.9666666666665,0.0
182.99999999999983,0.0
183.03333333333316,0.0
183.0666666666665,0.0
183.09999999999982,0.0
183.13333333333316,0.0
183.1666666666665,0.0
183.19999999999982,0.0
183.23333333333315,0.0
183.26666666666648,0.0
183.2999999999998,0.0
183.33333333333314,0.0
183.36666666666648,0.0
183.3999999999998,0.0
183.43333333333314,0.0
183.46666666666647,0.0
183.4999999999998,0.0
183.53333333333313,0.0
183.56666666666646,0.0
183.5999999999998,0.0
183.63333333333313,0.0
183.66666666666646,0.0
183.6999999999998,0.0
183.73333333333312,0.0
183.76666666666645,0.0
183.79999999999978,0.0
183.83333333333312,0.0
183.86666666666645,0.0
183.89999999999978,0.0
183.9333333333331,0.0
183.96666666666644,0.0
183.99999999999977,0.0
184.0333333333331,0.0
184.06666666666644,0.0
184.09999999999977,0.0
184.1333333333331,0.0
184.16666666666643,0.0
184.19999999999976,0.0
184.2333333333331,0.0
184.26666666666642,0.0
184.29999999999976,0.0
184.3333333333331,0.0
184.36666666666642,0.0
184.39999999999975,0.0
184.43333333333308,0.0
184.4666666666664,0.0
184.49999999999974,0.0
184.53333333333308,0.0
184.5666666666664,0.0
184.59999999999974,0.0
184.63333333333307,0.0
184.6666666666664,0.0
184.69999999999973,0.0
184.73333333333306,0.0
184.7666666666664,0.0
184.79999999999973,0.0
184.83333333333306,0.0
184.8666666666664,0.0
184.89999999999972,0.0
184.93333333333305,0.0
184.96666666666638,0.0
184.99999999999972,0.0
185.03333333333305,0.0
185.06666666666638,0.0
185.0999999999997,0.0
185.13333333333304,0.0
185.16666666666637,0.0
185.1999999999997,0.0
185.23333333333304,0.0
185.26666666666637,0.0
185.2999999999997,0.0
185.33333333333303,0.0
185.36666666666636,0.0
185.3999999999997,0.0
185.43333333333302,0.0
185.46666666666636,0.0
185.4999999999997,0.0
185.53333333333302,0.0
185.56666666666635,0.0
185.59999999999968,0.0
185.633333333333,0.0
185.66666666666634,0.0
185.69999999999968,0.0
185.733333333333,0.0
185.76666666666634,0.0
185.79999999999967,0.0
185.833333333333,0.0
185.86666666666633,0.0
185.89999999999966,0.0
185.933333333333,0.0
185.96666666666633,0.0
185.99999999999966,0.0
186.033333333333,0.0
186.06666666666632,0.0
186.09999999999965,0.0
186.13333333333298,0.0
186.16666666666632,0.0
186.19999999999965,0.0
186.23333333333298,0.0
186.2666666666663,0.0
186.29999999999964,0.0
186.33333333333297,0.0
186.3666666666663,0.0
186.39999999999964,0.0
186.43333333333297,0.0
186.4666666666663,0.0
186.49999999999963,0.0
186.53333333333296,0.0
186.5666666666663,0.0
186.59999999999962,0.0
186.63333333333296,0.0
186.6666666666663,0.0
186.69999999999962,0.0
186.73333333333295,0.0
186.76666666666628,0.0
186.7999999999996,0.0
186.83333333333294,0.0
186.86666666666628,0.0
186.8999999999996,0.0
186.93333333333294,0.0
186.96666666666627,0.0
186.9999999999996,0.0
187.03333333333293,0.0
187.06666666666626,0.0
187.0999999999996,0.0
187.13333333333293,0.0
187.16666666666626,0.0
187.1999999999996,0.0
187.23333333333292,0.0
187.26666666666625,0.0
187.29999999999959,0.0
187.33333333333292,0.0
187.36666666666625,0.0
187.39999999999958,0.0
187.4333333333329,0.0
187.46666666666624,0.0
187.49999999999957,0.0
187.5333333333329,0.0
187.56666666666624,0.0
187.59999999999957,0.0
187.6333333333329,0.0
187.66666666666623,10.950413910227223
187.69999999999956,10.282968716099367
187.7333333333329,9.585093802675663
187.76666666666623,8.842087973584606
187.79999999999956,8.186826261096504
187.8333333333329,7.892892770984108
187.86666666666622,8.1997839878039
187.89999999999955,8.824717600422941
187.93333333333288,9.116620465174428
187.9666666666662,8.514715962462178
187.99999999999955,7.315930232198515
188.03333333333288,6.2607965203114695
188.0666666666662,5.973153406215666
188.09999999999954,6.348623516211333
188.13333333333287,7.010489378295199
188.1666666666662,7.615346386808174
188.19999999999953,7.963645389020336
188.23333333333287,7.894190425746586
188.2666666666662,7.3580286046870285
188.29999999999953,6.644781565599627
188.33333333333286,6.106822763556157
188.3666666666662,5.941599668251281
188.39999999999952,6.01110161704133
188.43333333333285,6.134451971528602
188.46666666666619,6.19268547143309
188.49999999999952,6.164505505001568
188.53333333333285,6.037319098919103
188.56666666666618,5.801572704631775
188.5999999999995,5.451240430621684
188.63333333333284,4.988870048549061
188.66666666666617,4.564987109365381
188.6999999999995,4.45685417493619
188.73333333333284,4.9001957477765625
188.76666666666617,5.617634518531007
188.7999999999995,6.008834965695173
188.83333333333283,5.576677437233431
188.86666666666616,4.643226192886743
188.8999999999995,3.905344106313191
188.93333333333283,3.910032075128027
188.96666666666616,4.406822554179354
188.9999999999995,4.884287577083991
189.03333333333282,4.9426107810564455
189.06666666666615,4.59467833512008
189.09999999999948,3.948750904278976
189.1333333333328,3.1797608617537967
189.16666666666615,2.637043352537769
189.19999999999948,2.6951699978107424
189.2333333333328,3.4113355386437276
189.26666666666614,4.245300202134089
189.29999999999947,4.601804765119448
189.3333333333328,4.373472810563109
189.36666666666613,4.122719640388553
189.39999999999947,4.431955188454459
189.4333333333328,5.216320429833447
189.46666666666613,5.718180509354789
189.49999999999946,5.217635776411998
189.5333333333328,3.9466026045541627
189.56666666666612,2.8416064220270694
189.59999999999945,2.7353214565868527
189.63333333333279,3.350702751828594
189.66666666666612,3.8121218612734067
189.69999999999945,3.4100452943160207
189.73333333333278,2.515105911822492
189.7666666666661,1.9164655499783474
189.79999999999944,2.190481734113533
189.83333333333277,2.977794526567431
189.8666666666661,3.6631317421385634
189.89999999999944,3.821232070271569
189.93333333333277,3.61063152754339
189.9666666666661,3.301293375284541
189.99999999999943,3.10147500539034
190.03333333333276,3.0846180954010425
190.0666666666661,3.3045851754131164
190.09999999999943,3.7035090135823916
190.13333333333276,4.047178757519344
190.1666666666661,4.093106668340709
190.19999999999942,3.8176487813355737
190.23333333333275,3.4492637429699857
190.26666666666608,3.2209444810644166
190.29999999999941,3.203205902679636
190.33333333333275,3.329540964267561
190.36666666666608,3.5299801418703565
190.3999999999994,3.7435640773126395
190.43333333333274,3.914870178157626
190.46666666666607,3.9963300122312524
190.4999999999994,3.996979006999103
190.53333333333273,3.950894763708388
190.56666666666607,3.8900899030525418
190.5999999999994,3.835654484209457
190.63333333333273,3.8052576939860807
190.66666666666606,3.7979440900312134
190.6999999999994,3.7476039684485047
190.73333333333272,3.574110775152243
190.76666666666605,3.274917427731525
190.7999999999994,3.038511743081385
190.83333333333272,3.0798249799889335
190.86666666666605,3.401295157195606
190.89999999999938,3.630849884549589
190.9333333333327,3.3703552100601257
190.96666666666604,2.6742495738128196
190.99999999999937,2.17526156242082
191.0333333333327,2.5067571072034904
191.06666666666604,3.5492945499189674
191.09999999999937,4.482090520143467
191.1333333333327,4.52996121195345
191.16666666666603,3.8177800216234523
191.19999999999936,3.0804070284098866
191.2333333333327,2.9729636177472334
191.26666666666603,3.4053255261552597
191.29999999999936,3.923647677458455
191.3333333333327,4.134983611577807
191.36666666666602,3.9988112557217472
191.39999999999935,3.596436845041982
191.43333333333268,3.0383594683129367
191.46666666666601,2.5471312511407915
191.49999999999935,2.372090844175033
191.53333333333268,2.641206224176792
191.566666666666,3.1559160710858425
191.59999999999934,3.663949721144151
191.63333333333267,3.9862815447231053
191.666666666666,4.083762875613089
191.69999999999933,3.9354839086786013
191.73333333333267,3.631223222160516
191.766666666666,3.4130248449816287
191.79999999999933,3.5202106512543807
191.83333333333266,3.8756168523984638
191.866666666666,4.086077579578611
191.89999999999932,3.785406070421945
191.93333333333266,3.163767396634453
191.966666666666,2.814319120021947
191.99999999999932,3.2489321822128714
192.03333333333265,4.182380607940116
